Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
ZeroInfy,Consumer Internet,Kolkata,,Seed Funding,Calcutta Angels Network,2016,September
Flocareer,Consumer Internet,Bangalore,"1,50,000",Seed Funding,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",2016,September
LensPick,eCommerce,Bangalore,,Private Equity,Scadea Solutions Inc,2016,September
infeedo,Consumer Internet,Gurgaon,"2,00,000",Seed Funding,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",2016,September
Furlenco,eCommerce,Bangalore,"50,00,000",Private Equity,Lightbox Ventures and others,2016,September
GoPigeon,Consumer Internet,Bangalore,"15,00,000",Private Equity,Nexus Venture Partners,2016,September
NewsDistill,Consumer Internet,Hyderabad,"1,00,000",Seed Funding,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",2016,September
DoctorInsta,Consumer Internet,Gurgaon,"10,00,000",Private Equity,RoundGlass Partners,2016,September
Milofy,Consumer Internet,Bangalore,"7,50,000",Seed Funding,Accel Partners,2016,September
Liqvid,Technology,New Delhi,,Private Equity,Gray Matters Capital,2016,September
Swiggy,Consumer Internet,Bangalore,"1,50,00,000",Private Equity,Bessemer Venture Partners,2016,September
Codemojo,Consumer Internet,Bangalore,,Seed Funding,CIO Angel Network,2016,September
JustLikeNew,eCommerce,Hyderabad,"5,00,000",Seed Funding,LetsVenture,2016,September
JoeHukum,Technology,New Delhi,,Seed Funding,Sumit Jain,2016,September
Co Life,Consumer Internet,Bangalore,"10,00,000",Seed Funding,Undisclosed Investors,2016,September
PurpleDocs,Consumer Internet,Vadodara,,Seed Funding,"KellyGamma, Lead Angels & Others",2016,September
Pepperfry,eCommerce,Mumbai,"3,13,00,000",Private Equity,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",2016,September
eQuickies,eCommerce,Ahmedabad,"2,98,000",Seed Funding,Lothal Angel Ventures,2016,September
Khel Now,Consumer Internet,New Delhi,"3,50,000",Seed Funding,Anglian Omega Network,2016,September
Gadgetwood,Consumer Internet,New Delhi,"60,00,000",Private Equity,Carpediem Capital,2016,September
DailyRounds,Consumer Internet,Bangalore,,Private Equity,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",2016,September
Flixy Games,Technology,Bangalore,"4,25,000",Seed Funding,Rebright Partners,2016,September
HashTaag,Technology,Bangalore,"10,00,000",Seed Funding,Undisclosed investors,2016,September
PharmaRack,Technology,Pune,"7,45,000",Private Equity,"Currae Healthtech Fund, Unicorn India Ventures",2016,September
\\xc2\\xa0CloudCherry,Technology,Chennai,"60,00,000",Private Equity,"Vertex Ventures, Cisco Ventures, IDG Ventures",2016,September
Parentlane,Consumer Internet,Bangalore,,Seed Funding,Rohit MA,2016,September
First Moms Club,Consumer Internet,Mumbai,,Seed Funding,Idea Wave Labs,2016,September
inMotion,Technology,Noida,,Seed Funding,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",2016,September
Let\xe2\x80\x99s Barter,Consumer Internet,New Delhi,,Seed Funding,Scale Ventures Funds,2016,September
EvenGini,Consumer Internet,Chennai,,Private Equity,Procam International Pvt. Ltd,2016,September
TinyStep,Consumer Internet,Bangalore,"15,80,000",Private Equity,Flipkart Logistics Pvt. Ltd,2016,September
Canvs,Consumer Internet,Mumbai,,Seed Funding,Pratik Seal,2016,September
Beardo,eCommerce,Ahmedabad,"5,00,000",Seed Funding,Venture Catalysts,2016,September
Instacar,Consumer Internet,Indore,"10,00,000",Seed Funding,Swastika Co Ltd.,2016,September
Celes Care,Consumer Internet,Hyderabad,"10,00,000",Seed Funding,Endiya Partners,2016,September
Druva,Technology,Pune,"5,10,00,000",Private Equity,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",2016,September
Promon,eCommerce,New Delhi,"1,80,000",Seed Funding,Now Capital,2016,September
Fastudent,eCommerce,Noida,,Seed Funding,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",2016,September
Unocoin,Consumer Internet,Bangalore,"15,00,000",Private Equity,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",2016,September
Demyto,Consumer Internet,Pune,,Seed Funding,Deepak Nathani,2016,September
Zeta,Technology,Mumbai,"1,90,00,000",Private Equity,Bhavin Turakhia,2016,September
Kalaage,Consumer Internet,Jaipur,,Seed Funding,Rajasthan Angel Innovators Network,2016,September
HealthKart,eCommerce,Gurgaon,"1,20,00,000",Private Equity,"Sequoia Capital India, Omidyar Network, Kae Capital",2016,August
Medinfi,Consumer Internet,Bangalore,"2,00,000",Seed Funding,"Mudit Saxena, Evan Lim",2016,August
RepairEasy,Consumer Internet,Pune,"2,75,000",Seed Funding,Undisclosed HNIs,2016,August
Voonik,eCommerce,Bangalore,"30,00,000",Private Equity,InnoVen Capital,2016,August
Tokri,Consumer Internet,Pune,"25,00,000",Private Equity,Syska LED group,2016,August
Sheroes,Consumer Internet,Noida,"18,00,000",Private Equity,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",2016,August
Daily Ninja,Consumer Internet,Bangalore,,Seed Funding,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",2016,August
Yumlane,Food & Beverage,Mumbai,"10,00,000",Seed Funding,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",2016,August
Xcode,Healthcare,Chennai,,Private Equity,RoundGlass Partners,2016,August
ExtraCarbon,Consumer Internet,Gurgaon,"2,25,000",Seed Funding,Brand Capital,2016,August
FlickBay,Consumer Internet,Mumbai,"8,90,000",Seed Funding,Paul Roy,2016,August
Petoo,Consumer Internet,Bangalore,"5,00,000",Seed Funding,Existing Investors,2016,August
lehlehsports,Others,New Delhi,,Seed Funding,Anglian Omega Network,2016,August
Tricog,Healthcare,Bangalore,,Private Equity,"Inventus Capital Partners, Blume Ventures & Others",2016,August
VST Travels,Technology,Kerala,"27,000",Seed Funding,Promatus Group,2016,August
AdPushUp,Technology,New Delhi,,Private Equity,"Geniee, Inc, Purvi Capital",2016,August
Wefly Indoor Skydiving,Others,Mumbai,"40,000",Seed Funding,Swastika Company Ltd.,2016,August
Mojarto,eCommerce,Gurgaon,"4,45,000",Seed Funding,Undisclosed Investors,2016,August
Zipgrid,Consumer Internet,Mumbai,"2,00,000",Seed Funding,1Crowd (through crowd funding),2016,August
MobiDent,Healthcare,Bangalore,,Seed Funding,Centre for Innovation Incubation and Entrepreneurship (CIIE),2016,August
Zeolr/RespirON,Technology,New Delhi,,Seed Funding,Centre for Innovation Incubation and Entrepreneurship (CIIE),2016,August
Vebbler,Consumer Internet,Bangalore,"5,00,000",Seed Funding,"Anupam Mittal, Sharad Sharma & 14 others",2016,August
Bombay Shaving Company,eCommerce,New Delhi,"6,00,000",Seed Funding,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",2016,August
Travelyaari,Consumer Internet,Bangalore,"70,00,000",Private Equity,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",2016,August
91SpringBoard,Consumer Internet,Mumbai,,Private Equity,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",2016,August
Genextstudents,Consumer Internet,Mumbai,"2,09,000",Seed Funding,1Crowd (through crowdfunding),2016,August
Zenoti,Technology,Hyderabad,"1,50,00,000",Private Equity,"Norwest Venture Partners, Accel India",2016,August
Crofarm,Technology,Gurgaon,"15,00,000",Private Equity,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",2016,August
Faircent.com,Consumer Internet,Gurgaon,"15,00,000",Private Equity,Brand Capital,2016,August
Innovaccer,Technology,Noida,"1,56,00,000",Private Equity,Westbridge Capital Partners,2016,August
Cuberoot,Technology,Gurgaon,"5,00,000",Seed Funding,Undisclosed Investors,2016,August
Funcastic,Consumer Internet,New Delhi,,Seed Funding,"HT Media Ltd, North Base Media",2016,August
Buttercups,ECommerce,Bangalore,,Seed Funding,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",2016,August
Zappfresh,ECommerce,Gurgaon,,Seed Funding,Ashvin Chadha,2016,August
OyoRooms,Consumer Internet,New Delhi,"6,20,00,000",Private Equity,SoftBank Group,2016,August
Hike,Consumer Internet,New Delhi,"17,50,00,000",Private Equity,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",2016,August
Joolz,eCommerce,Mumbai,"5,00,000",Private Equity,"Powerhouse Ventures, M&S Partners",2016,August
SaleBhai,eCommerce,Ahmedabad,"15,00,000",Private Equity,Brand Capital,2016,August
Makkajai,Technology,Pune,"2,50,000",Seed Funding,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",2016,August
Gradopedia,Consumer Internet,Mumbai,,Seed Funding,Undisclosed Dubai based HNIs,2016,August
MaalGaadi,Logistics,Indore,"3,75,000",Seed Funding,"Swan Angel Network,Sachin Khandelwal and others",2016,August
ZiPi,Technology,Bangalore,,Seed Funding,Swan Angel Network,2016,August
Appknox,Technology,Bangalore,"6,75,000",Private Equity,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",2016,August
Pikkol,Logistics,Bangalore,,Seed Funding,Indian Angel Network,2016,August
Meesho,eCommerce,Bangalore,,Seed Funding,"Kashyap Deorah, Rajul Garg, Maninder Gulati",2016,August
Sesame Software,Technology,Kozhikode,,Private Equity,Speridian Technologies,2016,August
Quikr,Consumer Internet,Mumbai,"2,00,00,000",Private Equity,Brand Capital,2016,August
Digio,Technology,Bangalore,"3,75,000",Private Equity,Rainmatter,2016,August
Ziffity,Technology,Chennai,,Private Equity,Aspire Systems,2016,August
Zzungry,Consumer Internet,Bangalore,,Seed Funding,"Satish Vasudeva, Madhusudhan Jujare & Others",2016,August
Puro Wellness,healthcare,Mumbai,"3,70,00,000",Private Equity,Torrent Group,2016,August
Fitternity,Consumer Internet,Mumbai,,Private Equity,"Saha Fund, Exfinity Venture Partners & Others",2016,August
TAC Security,Technology,New Delhi,,Seed Funding,Vijay Kedia,2016,August
Notesgen,Consumer Internet,New Delhi,"1,00,000",Seed Funding,"Riju Gupta, Kamal Chabra",2016,August
NearU,Consumer Internet,Mumbai,,Seed Funding,Dr. Goutam Challagalla,2016,August
Octo.ai,Technology,New Delhi,"2,00,000",Seed Funding,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",2016,August
ShaadiSaga,Consumer Internet,New Delhi,,Seed Funding,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",2016,August
UnaAcademy,Consumer Internet,Bangalore,"10,00,000",Private Equity,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",2016,August
Advenio,Technology,Chandigarh,"1,00,000",Seed Funding,Kalaari Capital,2016,August
Guarented,eCommerce,Bangalore,"5,00,000",Seed Funding,Kalaari Capital,2016,August
Beyond Evolution,Technology,Gurgaon,,Seed Funding,"Vineet Taneja, Kamal Puri",2016,August
Uber Dreams,eCommerce,Mumbai,"5,00,000",Seed Funding,Mohit Lalvani,2016,August
Convegenius,Education,Noida,"9,00,000",Private Equity,Michael and Susan Dell Foundation,2016,August
UrbanLadder,eCommerce,Mumbai,"30,00,000",Private Equity,Trifecta Capital,2016,August
enCashea,Consumer Internet,Bangalore,,Seed Funding,"Kunal Shah, Sandeep Tandon, Tracxn Labs",2016,August
EngineerBabu,Technology,Indore,,Seed Funding,Scale Ventures,2016,August
Cult,Healthcare,Bangalore,"30,00,000",Private Equity,CureFit,2016,August
WitWorks,Technology,Bangalore,,Seed Funding,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",2016,August
NearFox,Consumer Internet,Mumbai,,Seed Funding,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",2016,August
ZoomCar,Consumer Internet,Bangalore,"2,40,00,000",Private Equity,Ford Smart Mobility Llc,2016,August
Plix,Consumer Internet,Gurgaon,"5,00,000",Seed Funding,Instalabs,2016,August
Mobikwik,Consumer Internet,Gurgaon,"4,00,00,000",Private Equity,Net1 UEPS Technologies Inc,2016,August
MyDidi,Consumer Internet,Mumbai,"5,50,000",Seed Funding,Undisclosed Ex Mckinsey Directors and Partners,2016,August
CrownIt,Consumer Internet,Gurgaon,,Seed Funding,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",2016,August
LoanTap,Consumer Internet,Mumbai,"30,00,000",Private Equity,"Dr. Abhishek Pandey, Jaysukh Sapra",2016,August
Runnr,Consumer Internet,Bangalore,"70,00,000",Private Equity,"Nexus Venture Partners, Blume Ventures",2016,August
Zolo,Consumer Internet,Noida,,Private Equity,Hitouch AG,2016,August
Notion Press,Consumer Internet,Chennai,"10,00,000",Private Equity,Undisclosed HNI investors,2016,August
LivSpace,Consumer Internet,Bangalore,"1,50,00,000",Private Equity,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",2016,August
iAugmentor Labs,Technology,Gurgaon,"1,49,000",Seed Funding,Rajasthan Angel Investor Network & Others,2016,August
DayBox,Consumer Internet,New Delhi,"1,04,000",Seed Funding,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",2016,August
Paytm,eCommerce,Bangalore,"6,00,00,000",Private Equity,MediaTek Inc.,2016,August
CropIn,Technology,Bangalore,"20,00,000",Private Equity,Sophia Investment ApS,2016,August
Canvera,Consumer Internet,Bangalore,"30,00,000",Private Equity,Info Edge (India) Ltd,2016,August
Prime Focus Technologies,Technology,Mumbai,,Private Equity,Ambit Pragma,2016,August
Flyrobe,eCommerce,Mumbai,"53,00,000",Private Equity,"IDG Ventures, Sequoia Capital, GREE Ventures",2016,August
inclov,Consumer Internet,Mumbai,,Seed Funding,"Sarbvir Singh, Raghav Bahl",2016,August
RazorPay,Consumer Internet,Bangalore,,Private Equity,MasterCard,2016,July
DarwinBox,Technology,Hyderabad,,Seed Funding,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",2016,July
Venture Catalysts,Consumer Internet,Mumbai,"5,00,000",Seed Funding,Zaffiro Ventures,2016,July
PressPlay TV,Consumer Internet,New Delhi,,Private Equity,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",2016,July
Playment,Consumer Internet,Bangalore,"7,00,000",Private Equity,SAIF Partners,2016,July
WealthTrust,Consumer Internet,Mumbai,,Seed Funding,India Quotient,2016,July
Curefit,Consumer Internet,Bangalore,"1,50,00,000",Private Equity,"Accel Partners, IDG Ventures, Kalaari Capital",2016,July
StitchWood,eCommerce,Mumbai,"2,00,000",Seed Funding,Deepak Gupta,2016,July
Grab.in,Logistics,Mumbai,"20,00,000",Private Equity,Aramex Ventures Llc,2016,July
Fulfil.IO,Consumer Internet,US,,Seed Funding,Rajan Anandan,2016,July
NeoGrowth,Finance,Mumbai,"1,60,00,000",Private Equity,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",2016,July
SeeDoc,Consumer Internet,Gurgaon,"10,00,000",Private Equity,YourNest Angel Fund\\xc2\\xa0 & Others,2016,July
BookMyShow,Consumer Internet,Mumbai,"8,20,00,000",Private Equity,"Stripes Group, Network 18, Accel Partners, SAIF Partners",2016,July
Flyrobe,eCommerce,Mumbai,"17,00,000",Seed Funding,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",2016,July
HappilyUnmarried,eCommerce,New Delhi,"7,40,000",Private Equity,Info Edge (India) Ltd,2016,July
Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Ahmedabad,"2,50,000",Seed Funding,"Gaurav Singhvi, Zaffiro Ventures",2016,July
Wedding Wishlist,Consumer Internet,Chennai,"2,97,000",Seed Funding,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",2016,July
AppDaily,Technology,Mumbai,"20,00,000",Private Equity,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",2016,July
Adytude,Consumer Internet,New Delhi,"10,00,000",Private Equity,Indian Angel Network,2016,July
Quickli,Logistics,Gurgaon,,Private Equity,"AVG Group, 500 Startups",2016,July
SpectraVR,Technology,Mumbai,,Seed Funding,Rothenberg Ventures,2016,July
Pitstop,Consumer Internet,Bangalore,,Seed Funding,"Alex Chua, Rahul Garg",2016,July
HolaChef,Consumer Internet,Mumbai,"19,50,000",Private Equity,"Kalaari Capital, India Quotient",2016,July
Purplle,eCommerce,Mumbai,"60,00,000",Private Equity,"JSW Ventures, Blume Ventures & IvyCap Ventures",2016,July
Trak N Tell,Technology,Gurgaon,"35,00,000",Private Equity,Brian Acton,2016,July
Overcart.com,eCommerce,Gurgaon,"30,00,000",Private Equity,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",2016,July
SirionLabs,Technology,Gurgaon,"1,22,50,000",Private Equity,Sequoia Capital,2016,July
GyanDhan,Consumer Internet,New Delhi,,Seed Funding,"Stanford Angels & Entrepreneurs, Harvard Angels",2016,July
MintM,Consumer Internet,Bangalore,,Private Equity,"Mumbai Angels,\\xc2\\xa0 Times Internet",2016,July
HitGrit,Consumer Internet,Chandigarh,,Seed Funding,"Ashish Mahajan, Sarvesh Sharma",2016,July
Find My Stay,Consumer Internet,New Delhi,,Seed Funding,"Rishi Parti, Yogesh Bansal",2016,July
YAAP,Consumer Internet,New Delhi,"50,00,000",Private Equity,Rainmaker Ventures,2016,July
Utoo Cabs,Consumer Internet,Chennai,,Seed Funding,Ajay Piramal,2016,July
Twigly,Consumer Internet,Gurgaon,"6,00,000",Seed Funding,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",2016,July
ShareChat,Consumer Internet,Bangalore,"13,50,000",Private Equity,"SAIF Partners, India Quotient",2016,July
Urban Tailor,Consumer Internet,Bangalore,,Private Equity,Unitus Seed Fund,2016,July
RentMojo,Consumer Internet,Bangalore,"50,00,000",Private Equity,"Accel Partners, IDG Ventures India",2016,July
CityFurnish,Consumer Internet,Gurgaon,,Seed Funding,Brand Capital,2016,July
HEAL Institute,Healthcare,Mumbai,,Seed Funding,"Jaspal Bindra, Parth Jindal",2016,July
Augrav,eCommerce,Coimbatore,"4,50,000",Seed Funding,Keiretsu Forum,2016,July
ShoppinPal,Technology,Pune,"10,70,000",Private Equity,"Plug and Play Tech Center, Steelhead Ventures & Others",2016,July
TransTutors / AskIITians,Consumer Internet,New Delhi,,Private Equity,500 Startups,2016,July
WorkApps,Technology,Pune,"10,00,000",Seed Funding,SRI Capital,2016,July
BankerBay,Consumer Internet,Bangalore,"20,00,000",Private Equity,undisclosed investors,2016,July
BaggOut,eCommerce,New Delhi,,Seed Funding,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",2016,July
TripShelf,eCommerce,New Delhi,"2,50,000",Seed Funding,GEMS group,2016,July
SatvaCart,eCommerce,New Delhi,,Seed Funding,"Abhijit Avasthi, Karan Chellani, SP Vijay",2016,July
Ridlr,Consumer Internet,Mumbai,"60,00,000",Private Equity,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",2016,July
Yellowdig,Consumer Internet,Pune,"6,50,000",Seed Funding,SRI Capital,2016,July
Zuppler,Consumer Internet,New Delhi,"6,50,000",Seed Funding,SRI Capital,2016,July
BlueStone,eCommerce,Mumbai,"3,00,00,000",Private Equity,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",2016,July
underDOGS,Technology,Mumbai,,Private Equity,Intelli Reboot Digital Pvt. Ltd,2016,July
ImageProVision,Technology,Pune,,Seed Funding,Satish Jamdar,2016,July
Sagacito,Technology,New Delhi,"1,00,00,000",Private Equity,Star India Pvt. Ltd,2016,July
Deal4Loans / Wishfin,Consumer Internet,Noida,"1,50,00,000",Private Equity,Franklin Templeton International Services Pvt. Ltd,2016,July
NiYO Solutions,Technology,Bangalore,"10,00,000",Private Equity,Prime Venture Partners,2016,July
AppLop,Consumer Internet,Gurgaon,"2,50,000",Seed Funding,Green House Ventures Accelerator,2016,July
Tax2Win,Consumer Internet,Jaipur,"10,00,000",Private Equity,Undisclosed Investors,2016,July
Truckola,Logistics,Mumbai,"5,95,000",Seed Funding,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",2016,July
iServe Financial,Consumer Internet,Pune,,Seed Funding,Nilesh Shah,2016,July
MyTaxiIndia,Consumer Internet,New Delhi,"10,00,000",Private Equity,Nihon Kotsu Co,2016,July
AbeRuk,eCommerce,Bangalore,,Seed Funding,Swastika Company Pvt Ltd,2016,July
Wiwigo,Consumer Internet,Bangalore,"5,95,000",Seed Funding,Indian Angel Network,2016,July
Drums Food,Food & Beverage,Mumbai,,,"Verlinvest, DSG Consumer Partners",2016,July
Chikoop,Consumer Internet,Indore,,Seed Funding,Undisclosed Investors,2016,June
BRIDGEi2I,Technology,Bangalore,,Private Equity,Edelweiss Private Equity,2016,June
Droom,eCommerce,New Delhi,,Private Equity,"Beenext, Digital Garage, Lightbox, Beenos",2016,June
Visit,Consumer Internet,New Delhi,,Seed Funding,MapmyIndia,2016,June
Atomberg,Technology,Mumbai,"10,00,000",Private Equity,Parampara Capital,2016,June
Coutloot,eCommerce,Mumbai,,Seed Funding,Venture Catalysts,2016,June
Limo,Consumer Internet,Mumbai,"10,00,000",Private Equity,Rainmaker Ventures,2016,June
iCliniq,Consumer Internet,Bangalore,,Seed Funding,MadhanKumar Madathupalayam,2016,June
GoGo Truck,Consumer Internet,Chennai,"75,000",Seed Funding,Undisclosed Investor,2016,June
Vyome Biosciences,Healthcare,New Delhi,"20,00,000",Private Equity,Romulus Capital,2016,June
SillyMonks,Consumer Internet,Hyderabad,"4,48,000",Seed Funding,Sreenivasa Reddy Musani,2016,June
CueMath,Education,Bangalore,"40,00,000",Private Equity,"Sequoia Capital, Unitus Seed Fund",2016,June
KrazyBee,Consumer Internet,Bangalore,"20,00,000",Private Equity,"Yeahmobi, Fenqile",2016,June
Intgrea,Technology,Bangalore,"1,00,000",Seed Funding,Undisclosed Investor,2016,June
HelpShift,Technology,Pune,"2,30,00,000",Private Equity,"Microsoft Ventures, Salesforce Ventures",2016,June
CreditVidya,Technology,Mumbai,"10,00,000",Private Equity,Kalaari Capital,2016,June
Grey Campus,Consumer Internet,Hyderabad,"10,00,000",Seed Funding,Sarath Sura,2016,June
ListUp,eCommerce,Mumbai,"5,00,000",Seed Funding,"Kae Capital, Kunal Shah, Sandeep Tandon",2016,June
6Degree,Technology,Mumbai,"2,00,000",Seed Funding,Indian Angel Network,2016,June
Shopwati,Consumer Internet,Gurgaon,,Seed Funding,Sanjiv Rai,2016,June
Cookifi,Consumer Internet,Bangalore,,Seed Funding,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",2016,June
StoreKing,eCommerce,Bangalore,"1,60,00,000",Private Equity,Axiata Digital,2016,June
Wired Hub,Real Estate,Jaipur,,Seed Funding,"Ankit Maheshwari, Anand Singh",2016,June
MySeniorDoctor,Consumer Internet,Gurgaon,"2,00,000",Seed Funding,BlackJag Partners,2016,June
Teabox,eCommerce,Siliguri,,Seed Funding,Cameron Jones,2016,June
ExtraaEdge,Consumer Internet,Pune,,Seed Funding,"Ritesh Dwivedy, Priti Padhy",2016,June
EPayLater,Technology,Mumbai,"20,00,000",Seed Funding,3 undisclosed HNIs,2016,June
Kyazoonga,eCommerce,Mumbai,,Seed Funding,Ratan Tata,2016,June
Paytunes,Consumer Internet,New Delhi,"5,00,000",Private Equity,"CIO Angel Network, Indian Angel Network",2016,June
Kickstart Jobs,Technology,Gurgaon,,Seed Funding,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",2016,June
Freshee,FMCG,Mumbai,,Private Equity,Edelweiss Private Equity,2016,June
MadRat Games,Technology,Bangalore,,Seed Funding,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",2016,June
Jazzmyride,eCommerce,New Delhi,,Private Equity,TVS Automobile Solutions Ltd,2016,June
AutoSense,Technology,New Delhi,,Private Equity,TVS Automobile Solutions Ltd,2016,June
Redsun Telematics,Consumer Internet,Chennai,,Private Equity,TVS Automobile Solutions Ltd,2016,June
KhanaGadi,Consumer Internet,Jaipur,,Seed Funding,50K Ventures,2016,June
Bombay Shirt Company,eCommerce,Mumbai,"10,00,000",Private Equity,undisclosed investor,2016,June
Matrubharti,Consumer Internet,,"30,000",Seed Funding,Viridian Capital,2016,June
EdTechReview,Consumer Internet,New Delhi,,Seed Funding,EVC Ventures,2016,June
Bonhomia,Food & Beverage,New Delhi,,Private Equity,Valpro Capital and existing investors,2016,June
Gobolt,Logistics,New Delhi,,Seed Funding,MCube8,2016,June
Jivox,Technology,Bangalore,"60,00,000",Private Equity,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",2016,June
Sminq,Consumer Internet,Pune,"10,00,000",Seed Funding,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",2016,June
CureJoy,Consumer Internet,Bangalore,"44,00,000",Private Equity,Accel Partners India,2016,June
Oneway.cab,Consumer Internet,Vadodara,"4,50,000",Seed Funding,Indian Angel Network,2016,June
GrabOnRent,eCommerce,Bangalore,,Private Equity,IvyCap Ventures and Unicorn India Ventures,2016,June
Diro Labs,Consumer Internet,New Delhi,"4,50,000",Private Equity,Info Edge (India) Ltd,2016,June
Unnati Helpers,Consumer Internet,Gurgaon,"6,00,000",Private Equity,Info Edge (India) Ltd,2016,June
Athletto,Consumer Internet,Bangalore,,Seed Funding,Atul Ingle,2016,June
Saavn,Consumer Internet,USA,,Private Equity,Guy Oseary,2016,June
Voonik,eCommerce,Bangalore,"2,00,00,000",Private Equity,Sequoia Capital,2016,June
ThinkPhi,Technology,Mumbai,,Seed Funding,Nimmagadda Prasad,2016,June
Cleartax,Consumer Internet,New Delhi,"1,20,00,000",Private Equity,"Ravi Adusumalli, SAIF Partners",2016,June
Silvan Innovation Labs,Technology,Bangalore,"9,00,000",Private Equity,Infuse Ventures,2016,June
GreytHR,Technology,Bangalore,"52,00,000",Private Equity,"New Enterprise Associates (NEA), Blume Ventures",2016,June
Duffl,eCommerce,Bangalore,,Seed Funding,BetOnIndia Technology Pvt Ltd,2016,June
BYG,Consumer Internet,Bangalore,,Seed Funding,"Sanjay Verma, Amit Khanna (LetsVenture)",2016,June
Dipper,eCommerce,New Delhi,,Seed Funding,Undisclosed investor,2016,June
Qonfuse,Consumer Internet,New Delhi,,Seed Funding,Hamraj Kumar,2016,June
The Indian IRIS,Consumer Internet,Ahmedabad,,Seed Funding,Timbru Ventures,2016,June
Onspoon,Consumer Internet,Mumbai,"1,50,000",Seed Funding,Swan Angel Network,2016,June
REstate,Consumer Internet,Bangalore,,Seed Funding,Idein Ventures,2016,June
Cleartrip,Consumer Internet,Mumbai,,Private Equity,"Concur Technologies, Gund Investment",2016,June
ProcMart,Consumer Internet,Noida,,Private Equity,IndiaMart,2016,June
